No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,Young'sModulusatRT(GPa)
6195,XP03-227833,USPatentHoyaCorp.(J),2003,A6569792,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Ex.1-3Heattreatment:810C4h+1000C4hCrystal:Mg-Al-titanatequartzsolidsolution,,48.05,0,10.32,33.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4
4276,XP06-210925,JapanesePatentKonicaMinolta(J),2001,A026443,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,55.56,0,17.89,25.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.9
5155,GP02-213653,USPatentNipponSheetGlass(J),2001,A6251812,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,,,56.2,0,8.3,4,6,0,9.2,11.3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
8812,GP03-299165,USPatentAsahiGlass(J),2010,A7754631,Glass,Alkaline-earthSilicate,Alumino-Silicate,,NonAlkali,,,,LiquidCrystalDisplay,Substrate,,,,Ex.6,,64.1,7.5,10.9,7,8,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
7222,GP02-265243,JapanesePatentCentralGlass(J),2005,A162520,Glass,AlkaliSilicate,,,,,,,ColorFilter,,,,,Ex.5,,61.52,0,5,0,2,0,5,4.5,19.98,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
6,GJ20-003956,J.CeramicSoc.Japan,1984,v.092p.0431,Glass,Phosphate,,,,,,,,,,,,,,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.78
1179,GC02-052109,AsahiGlass(J),,SunCut-P-Blue,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,ArchitectureTrafficIndustry,Window,,,,,,71.39,0,1.17,4.43,9.56,0,0,13.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.56
3395,XP03-189234,JapanesePatentHoyaCorp.(J),1999,A343143,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,48.5,0,17.5,20,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.9
8285,GP05-290249,USPatentAsahiGlass(J),2009,A0004366,Glass,Boro-Silicate,,,,,,,PlasmaDisplay,Substrate,,,,Ex.8,,36.04,39.95,0,0,0,0,0,4.02,7.49,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
808,GB02-027397,HandbookofGlassData,1987,v.00Cp.0606,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,40,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.56
3871,GP09-205813,JapanesePatentNipponSheetGlass(J),2000,A313634,Glass,OtherSilicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,,,,41.3,0,12.5,0,0,0,0,0,0,0,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
62,GB05-004822,HandbookofGlassProperties,1986,v.001p.0315,Glass,Boro-Silicate,,,,,,,,,,,,,,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3
7162,GP02-262414,USPatent,2004,A0242396,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,CathodeRayTube,ChemicalStrengthen,,,,Y.HachitaniEx.2,,65.6,0,2,0,0,0,12,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.3,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
7717,GP03-275761,USPatentHoyaCorp.(J),2006,A0205584,Glass,Alkaline-earthSilicate,Alumino-Silicate,Boro-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.6,,45,10,15,10,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.97
4028,GJ03-209900,J.Non-CrystallineSolids,2001,v.290p.0180,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,,,,41,0,12.5,32.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.4
689,GB06-025713,HandbookofGlassData,1987,v.00Cp.0450,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,,,,,,,,69,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.8
7249,XP03-265726,USPatentHoyaCorp.(J),2005,A6905988,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,Tg+35C4h:1000C4h,Ex.2,,47,0,10.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.5
2478,GJ35-144319,GlassPhysics&Chemistry,1992,v.018p.0159,Glass,Germanate,,,,,,,,,,,,,,10.69,0,2.81,0,0,0,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.8
10452,GJ05-353095,J.Non-CrystallineSolids,2014,v.388p.0037,Glass,Boro-Silicate,,,Melting,,,,,,,,annealedfor2h.,S0,,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.15
4900,XP06-212794,JapanesePatentKonicaMinolta(J),2001,A287954,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,45.42,0,13.54,24.91,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
1395,GJ02-061751,GlassTechnology,1964,v.005p.0216,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8
2269,XJ03-112829,J.CeramicSoc.Japan,1990,v.098p.0204,Glass-Ceramics,Alkaline-earthSilicate,,,GlassCeramics,,,,ArtificialBone,,,,,,,35.13,0,0,17.45,39.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
6746,XP03-254070,USPatent,2003,A0171201,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,,,,,Substrate,MagneticMemoryDisk,,,,X.Zouetal.Heattreat:810C4h+1000C4hCrystal:MgO-Al2O3-SiO2Mg-Al-titanateEx.1-3,,48.05,0,10.32,33.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4
6858,GP02-256466,USPatentNipponSheetGlass(J),2004,A6753280,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,IRAbsorbingMaterial,UVAbsorbingMaterial,VehicleWindow,,,Ex.6,,70.98,0,0.79,5.47,8.26,0,0.66,12.82,0.49,0,0,0,0.003189,0.02,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9
5218,XP03-214232,EuropeanPatentHoyaCorp.(J),2001,A1067102,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,,,,,MagneticMemoryDisk,Substrate,,,,Crystal:Titanate,,41,0,12.5,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.1
4746,XP03-212640,JapanesePatentKonicaMinolta(J),2001,A287939,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,39.99,0,11.08,28.73,0,0,11.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4
752,GB05-025776,HandbookofGlassData,1987,v.00Cp.0454,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,,,64.52,32.26,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.9
1719,GJ02-078687,GlassTechnology,1983,v.024p.0263,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,FractureStress/Mirrorsize.,,71.6,0,0.05,5.69,9.39,0,0,13.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5
7403,GP02-269317,USPatentKonicaMinolta(J),2005,A6942934,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.19,,57.34,3.64,3.56,7.25,7.29,0,6.52,3.14,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.98,0,0,0,0,5.28,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
5040,XP03-212934,JapanesePatentKonicaMinolta(J),2001,A287968,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,Zinc-Silicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3Zn2Ti3O8Zn2TiO4,,36.75,0,8.12,30.13,0,0,14.78,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.8
3200,GI02-184135,NGF'sAdditionalNewData(J),2000,v.001p.0347,Glass,AlkaliSilicate,,,,,,,,,,,,U.Doct.thesisUniv.ofTokyo1979,,60,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.21
8663,GP02-297156,USPatentHoyaCorp.(J),2010,A0160141,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.44,,65,5,5,5,5,0,8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.04
8769,GP06-298754,JapanesePatentNipponElectricGlass(J),2010,A248011,Glass,Alumino-Silicate,Boro-Silicate,Alkaline-earthSilicate,FilmCoatings,,,,Substrate,PlasmaDisplay,LiquidCrystalDisplay,,,Ex.7,,67.58,9.74,10.3,0.34,9.67,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.09,0,0,0,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,73
9697,GP02-312484,JapanesePatentNipponSheetGlass(J),2013,A159546,Glass,AlkaliSilicate,Boro-Silicate,Alumino-Silicate,Flake,,,,Filler,,,,,Ex.10,,75.25,7.3,4.58,0.33,0,0,1.01,11.02,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
8909,XP06-300157,EuropeanPatentOharaInc.(J),2010,A2263979,Glass-Ceramics,Alumino-Silicate,Zinc-Silicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,Nucleation:670C;Crystalgrowth:750C.,Ex.6,,55.65,0.95,11.67,13.12,0,0,0,2.13,0,0,0,0,0,0,0,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
10592,XJ03-355432,J.MaterialsScience,2013,v.048p.3461,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,Melting,GlassCeramics,,,,,,,950C5h,B1,,51.6,0,21.1,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
3943,XP06-206506,USPatentCorningInc.(US),2000,A6124223,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,CookingWareCulinary,TableWare,,,,,,52.54,0,15.76,18.18,0,0,3.87,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3
5624,XP02-223319,JapanesePatentKonicaMinolta(J),2002,A311201,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,,,,,ColorFilter,Substrate,,,,,,67.27,0,4.93,3.34,1.09,0,13.53,0,1.5,0,0,0,0,0,0,4.82,1.06,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,1.39,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2339,GP03-126529,JapanesePatentNipponElectricGlass(J),1993,A085771,Glass,Alkaline-earthSilicate,OtherSilicate,Boro-Silicate,Balloon,,,,Filler,Composite,,,,,,57.13,4.17,0,0,6.76,0,8.46,4.08,2.68,0,0,0,0,0,0,7.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,0,0,2.56,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
10322,GP03-351918,EuropeanPatentAsahiGlass(J),2013,A2650262,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Melting,SheetGlass,NonAlkali,,Substrate,Display,SubstrateforPhotolithographyMask,,,ex.8,,68.54,0,8.03,13.54,9.3,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.9
5894,XP03-225195,USPatent,2002,A0028740,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,X.Zouetal.(JP)1sttreatment:765C4h2ndtreatment:950C4hCrystal:Mg-Al-titanate,,49.11,0,10.55,32.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.47,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.1
2979,GB06-175043,DataBookofGlassComposition(J),1991,v.001p.0215,Glass,Alumino-Silicate,OtherSilicate,,,,,,,,,,,,,40,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.9
3178,GI05-184111,NGF'sAdditionalNewData(J),2000,v.001p.0347,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,U.Doct.thesisUniv.ofTokyo1979,,20,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.83
7856,XP03-281602,USPatentHoyaCorp.(J),2007,A7264894,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,810C4hr+1000C4hr,Ex.1-3,,48.05,0,10.32,33.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,7.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4
8759,GP05-298744,JapanesePatentNipponElectricGlass(J),2010,A241676,Glass,Boro-Silicate,Alumino-Silicate,,NonAlkali,,,,Substrate,PlasmaDisplay,LiquidCrystalDisplay,,,Ex.7,,64.96,15.21,10.71,0,8.26,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
7981,GP03-285096,USPatentOwensCorning(US),2008,A0009403,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Fiber,,,,Fiber,,,,,Ex.2,,63.91,0,11.19,14.72,9.48,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.007701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.94
5946,XP02-225414,USPatentOharaInc.(J),2002,A0098964,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,,,,,,ColorFilter,,,,,,,72.99,0,3.95,1.14,0,0,19.04,0,0.61,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.07,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
1187,GC01-052198,Shin-EtsuQuartzProducts(J),1980,Heralux,Glass,Silica,,,Tube,,,,LaboratoryWare,Machinary,,,,SemiconductorCrucible,,99.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.42
7341,GJ03-268187,J.MaterialsResearch,2005,v.020p.3404,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,,,,,,,,65,0,0,0,20,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
5843,XP06-224792,USPatentKonicaMinolta(J),2002,A6458728,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Primaryheattreatment:580C5hSecondaryheattreatment:690C2.5h,,74.28,0,5.18,0,0,0,18.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.29,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1
6422,GJ05-252134,PhysicsandChemistryofGlasses,2003,v.044p.0383,Glass,Boro-Silicate,,,MixedAlkali,,,,RadioActiveWasteSolidi,,,,,,,59.14,18.11,0,0,0,0,10.05,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
988,GJ02-041110,GlassPhysics&Chemistry,1981,v.007p.0131,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3
351,GB05-006684,HandbookofGlassProperties,1986,v.001p.0328,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,,,60.61,30.3,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.08
813,GB02-027402,HandbookofGlassData,1987,v.00Cp.0606,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,60,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.24
7617,GP03-274482,JapanesePatent,2006,A213595,Glass,Alkaline-earthSilicate,Boro-Silicate,Alumino-Silicate,NonAlkali,,,,Display,LiquidCrystalDisplay,,,,HenanAncaiHigh-techCo.Ex.1,,65.09,8.58,7.38,9.72,8.21,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2
9341,GP03-307852,USPatentHoyaCorp.(J),2012,A0107647,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.7,,65,0,6,2,13.5,0,1.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7
6512,GP02-253108,JapanesePatentCentralGlass(J),2003,A342036,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,ColorFilter,,,,,Ex.6,,55.03,0,0,0,19.99,0,0,14.97,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2366,GB02-137474,HandbookofGlassData,1993,v.00Ep.0079,Glass,AlkaliSilicate,,,,,,,,,,,,,,68,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.42
10062,GP05-316443,USPatentNipponElectricGlass(J),2014,A8835335,Glass,Boro-Silicate,Alumino-Silicate,,NonAlkali,,,,Display,LiquidCrystalDisplay,Substrate,,,Ex.8,,66.54,12.3,11.63,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
