No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,Young'sModulusatRT(GPa)
4688,XP03-212582,JapanesePatentKonicaMinolta(J),2001,A287933,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3Zn2Ti3O8Zn2TiO4,,43.82,0,8.61,36.3,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,8.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
7780,GP03-279491,USPatentOwensCorning(US),2007,A0105701,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Fiber,,,,Fiber,,,,,Ex.5,,64.63,0,12.09,17.24,5.32,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.007707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.63
2874,GC01-167701,TosohQuartz(J),1998,NSG-OPAQUEQU-OP-3,Glass,Silica,,,Block,,,,ElectronicsElectrical,,,,,,,99.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
7015,GJ02-260234,J.Non-CrystallineSolids,2004,v.349p.0168,Glass,AlkaliSilicate,,,Fiber,,,,,,,,,,,90,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.11
8281,GP05-290244,USPatentAsahiGlass(J),2009,A0004366,Glass,Boro-Silicate,,,,,,,PlasmaDisplay,Substrate,,,,Ex.3,,40.02,35.04,0,0,0,0,0.47,1.46,10.03,0,0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2021,GB02-096385,PropertiesofGlass,1954,v.001p.0303,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,74.41,0,0.22,0.44,11.09,0,0,13.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.06
8742,GP06-298614,JapanesePatentNipponElectricGlass(J),2010,A215463,Glass,Alumino-Silicate,Alkaline-earthSilicate,,NonAlkali,,,,ElectroLuminescence,,,,,EX.6,,67.08,7.74,11.9,0,10.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
110,GB02-006408,HandbookofGlassProperties,1986,v.001p.0320,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,68.55,0,0,0,0,0,15.82,0,0,0,0,0,0,0,0,0,0,0,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
8849,GP05-299579,USPatentCorningInc.(US),2010,A0197477,Glass,Boro-Silicate,Alkaline-earthSilicate,Alumino-Silicate,NonAlkali,,,,Display,LiquidCrystalDisplay,Substrate,,,Ex.2,,68.64,9.99,10.6,2.02,8.18,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.14
2973,GB06-175036,DataBookofGlassComposition(J),1991,v.001p.0215,Glass,Alumino-Silicate,OtherSilicate,,,,,,,,,,,,,58,0,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.7
1950,GP09-093240,USPatentFujifilmCorp.(J),1982,A4366253,Glass,OtherSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,ArtificialBone,ArtificialTooth,,,,,,17.98,5.21,17.71,0,41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0,0,1.28,0,0,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.91
4960,XP03-212854,JapanesePatentKonicaMinolta(J),2001,A287960,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,38.14,0,8.07,34.99,0,0,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.6
8657,GP05-297150,USPatentHoyaCorp.(J),2010,A0160141,Glass,Boro-Silicate,AlkaliSilicate,Alumino-Silicate,,,,,Substrate,MagneticMemoryDisk,,,,Ex.26,,60,20,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
4381,XP06-211030,JapanesePatentKonicaMinolta(J),2001,A026454,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,59.41,0,12.82,18.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4
3877,GP09-205819,JapanesePatentNipponSheetGlass(J),2000,A313634,Glass,OtherSilicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,,,,48.1,0,15.8,0,0,0,0,0,0,0,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
4893,XP06-212787,JapanesePatentKonicaMinolta(J),2001,A287954,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,43.18,0,10.29,23.87,0,0,11.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.5
2738,GJ02-158748,GlassPhysics&Chemistry,1994,v.020p.0139,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,47.3,0,0,0,0,0,0,23.7,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,7.6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.17
10455,GJ05-353098,J.Non-CrystallineSolids,2014,v.388p.0037,Glass,Boro-Silicate,,,Melting,,,,,,,,annealedfor2h.,S3-TiO2,,67.96,29.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.47
3655,GI03-191930R,NGF'sAdditionalNewData(J),2001,v.004p.0011,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,,,,,Annealing:at550Cfor2h.,GlassNameE112Melting:inquartzcrucibleat1300Cfor4h.,,47.71,0,0,0.17,22.81,0,0,20.75,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6
7325,GJ02-267285,J.Non-CrystallineSolids,2005,v.351p.3195,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,56.5,0,0,0,21.47,0,0,19.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9
4083,XP06-210732,JapanesePatentKonicaMinolta(J),2001,A019469,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,73.26,0,6.01,0,0,0,16.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,1.06,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6
10703,GP05-356483,JapanesePatentNipponSheetGlass(J),2014,A108897,Glass,Boro-Silicate,AlkaliSilicate,,Melting,,,,PlasticsFRP,,,,,ex.26,,70.7,12.99,4.88,0,0,0,0,11.06,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
40,GB02-004789,HandbookofGlassProperties,1986,v.001p.0312,Glass,AlkaliSilicate,,,,,,,,,,,,,,85,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9
10705,XP03-356551,JapanesePatentOharaInc.(J),2014,A114200,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,Melting,GlassCeramics,,,MagneticMemoryDisk,,,,750C300min,ex.1crystal:MgAl2O4,,55.68,3.58,10.69,20.08,1.11,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
10491,GP02-353679,USPatentAsahiGlass(J),2013,A0302617,Glass,AlkaliSilicate,Alumino-Silicate,Alkaline-earthSilicate,Melting,SheetGlass,,,ChemicalStrengthen,Display,,,,ex.1,,73,0,7,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.8
10364,GP02-352072,JapanesePatentNipponElectricGlass(J),2012,A236760,Glass,AlkaliSilicate,Alumino-Silicate,,Melting,SheetGlass,,,ChemicalStrengthen,,,,,ex.24,,74.77,0,8.45,0,0,0,4.09,8.5,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2306,GP20-117176,JapanesePatentSchottGlassTech.(US),1991,A075235,Glass,Phosphate,,,Doped(Stuffed),,,,Laser,,,,,,,10.08,2.89,7.81,0,0,0,55.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.07,0.34,0,0,0,0,0,0,0,0,0,23.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
7392,GP05-269195,JapanesePatentCorningInc.(US),2005,A537209,Glass,Boro-Silicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,Display,LiquidCrystalDisplay,,,,Ex.3,,73.86,9.98,7.98,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.31
660,GB01-025677,HandbookofGlassData,1987,v.00Cp.0438,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8
7279,XP06-266109,USPatent,2005,A0096208,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,SolarCell,Display,Substrate,,,T.Zachauetal.Ex.2,,49.36,7.16,12.56,20.92,3.11,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,1.54,0,0,1.53,0.11,0.13,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
7202,XP03-265085,JapanesePatentHoyaCorp.(J),2005,A119963,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,MagneticMemoryDisk,,,,Tg+25C4hr:1000C4hr,Ex.7,,45,0,10.5,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.5
10281,GP03-351434,USPatentOCVIntellectualCapital(US),2013,A8341978,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Melting,Fiber,,,,,,,,ex.8,,65.96,0,9.97,10.19,12.4,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2
6055,GP09-225776,EuropeanPatentSchottAG(DE),2002,A1169274,Glass,OtherSilicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,ReinforcementofCement,,,,,,,72.56,0,0.65,1.64,9.45,0,0,8.55,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
8382,GP02-292433,JapanesePatentCentralGlass(J),2009,A155148,Glass,AlkaliSilicate,Alkaline-earthSilicate,,FlatGlass,,,,,,,,,Ex.2,,66.99,0,0.55,15.96,2.1,0,0,3.09,7.16,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
470,GB03-014487,HandbookofGlassData,1987,v.00Cp.0914,Glass,Alkaline-earthSilicate,OtherSilicate,,,,,,,,,,,,,10.03,0,0,0,42.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.86
4399,XP06-211048,JapanesePatentKonicaMinolta(J),2001,A026455,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,62.94,0,7.79,19.24,0,0,0,0,2.72,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0.44,0.49,0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4
2022,GB02-096386,PropertiesofGlass,1954,v.001p.0303,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,74.49,0,0,0.45,12.44,0,0,12.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.76
3841,XP02-205289,JapanesePatentOharaInc.(J),2000,A203880,Glass-Ceramics,AlkaliSilicate,,,GlassCeramics,,,,MagneticMemoryDisk,,,,,,,72.73,0,1.94,1.4,0,0,20.08,0,1.56,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,1.1,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
9076,XP06-302814,USPatentOharaInc.(J),2011,A0135964,Glass-Ceramics,Alumino-Silicate,Zinc-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,670C+750C.,Ex.9crystal:RAl2O4,,55.05,0,8.8,12.72,0,0,4.29,0,0,0,0,0,0,0,0,14.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
2462,GJ35-144303,GlassPhysics&Chemistry,1992,v.018p.0159,Glass,Germanate,,,,,,,,,,,,,,9.47,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
3893,XP03-205861,JapanesePatentNipponSheetGlass(J),2000,A313639,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Heattreat:800C.2h950C.4h,,39.96,0,9.99,26.67,0,0,0,0,0,0,10.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.49,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
2833,GB02-164807,FundamentalsofInorganicGlasses,1994,v.001p.0171,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,62.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
10749,XP03-356703,USPatentOharaInc.(J),2014,A0141285,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,Melting,Disk,GlassCeramics,,MagneticMemoryDisk,Glass-Ceramics,,,750C420min,ex.74,,62.6,3.1,7.26,15.3,0,0,0,6.96,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
1819,GJ01-087592,PhysicsandChemistryofGlasses,1964,v.005p.0091,Glass,Silica,,,,,,,,,,,,E=7.33(1+5.75e)E3kg/mm2G=3.21(1+3.06e)E3kg/mm2,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.83
4852,XP03-212746,JapanesePatentKonicaMinolta(J),2001,A287950,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,41.89,0,6.58,36.77,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
1038,GJ02-045764,GlassPhysics&Chemistry,1982,v.008p.0463,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,73,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
6514,GP02-253110,JapanesePatentCentralGlass(J),2003,A342036,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,ColorFilter,,,,,Ex.8,,55.03,0,4.97,0,20.04,0,0,9.96,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
5160,XP03-213874,USPatentHoyaCorp.(J),2001,A6294490,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,OpticalMemory,Magneto-OpticalMemory,Substrate,MagneticMemoryDisk,,Crystal:other=2MgO.2Al2O3.4SiO2MgO.2Al2O3.5SiO2Mg-Al-titanate,,52.58,0,11.78,25.09,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.9
4141,XP06-210790,JapanesePatentKonicaMinolta(J),2001,A019480,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,73.69,1.7,5.5,0,0,0,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5
2555,GJ35-144396,GlassPhysics&Chemistry,1992,v.018p.0159,Glass,Germanate,,,,,,,,,,,,,,9.62,0,0,0,0,0,0,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.26,0,0,0,0,12.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9
1538,GB02-071354,HandbookofGlassData,1983,v.00Ap.0325,Glass,AlkaliSilicate,,,,,,,,,,,,,,70,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.93
9959,GP05-315210,USPatentPPGIndustries(US),2014,A8697591,Glass,Boro-Silicate,Alumino-Silicate,Alkaline-earthSilicate,Fiber,,,,Fiber,,,,,Ex.16,,64.5,7.44,6.05,16.33,2.13,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,85.3
6628,GP03-253559,USPatentSchottAG(DE),2003,A6627569,Glass,Alkaline-earthSilicate,AlkaliSilicate,OtherSilicate,,,,,ReinforcementofCement,,,,,Ex.A5,,71.03,0,0.6,15.15,4.36,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
9676,GJ02-312124,J.AmericanCeramicSoc.,2013,v.096p.001436,Glass,AlkaliSilicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,Annealedattheirrespectiveannealingtemp.for2hr.,,,54.26,0,21.34,0.13,8.4,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
10501,GP03-353693,USPatentAsahiGlass(J),2013,A0306145,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,Melting,SheetGlass,,,SolarCell,,,,,ex.1forCu-In-Ga-Sesolarcell,,64.5,0,6.5,12,2.5,0,0,4.5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.4
10279,GP03-351432,USPatentOCVIntellectualCapital(US),2013,A8341978,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Melting,Fiber,,,,,,,,ex.4,,64.61,0,12.08,17.21,5.32,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6
5472,XP06-222396,JapanesePatent,2002,A083413,Glass-Ceramics,Alumino-Silicate,,,,,,,MagneticMemoryDisk,,,,,KKMaruwa,,62,0,27,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
2909,XP06-169835,USPatent,1996,A5569629,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,Fiber,GlassCeramics,,,Fiber,,,,,,,80.1,0,10,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.93
72,GB09-004832,HandbookofGlassProperties,1986,v.001p.0316,Glass,OtherSilicate,,,,,,,,,,,,,,96.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
