No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,AbbeValue(nd-1)/(nF-nC)
15029,GP02-301325,JapanesePatentNipponElectricGlass(J),2011,A079688,Glass,AlkaliSilicate,Alkaline-earthSilicate,Boro-Silicate,,,,,OpticalUse,Lens&Prism,,,,Ex.1,,52.59,9.08,1.86,0,6.76,4.53,16.91,1.02,0,0,0,0,0,0,0,2.33,4.88,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5
1085,GB03-012830,HandbookofGlassProperties,1986,v.001p.0597,Glass,Alkaline-earthSilicate,OtherSilicate,,,,,,,,,,,,,55,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.8
13916,GP03-292662,JapanesePatentOharaInc.(J),2009,A179535,Glass,Alkaline-earthSilicate,,,,,,,OpticalUse,Lens&Prism,OpticalFiber,,,Ex.7,,63.18,0,0,0,0,13.71,0,11.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,3.21,0,0,0,8.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4
1046,GB07-012579,HandbookofGlassProperties,1986,v.001p.0592,Glass,Zinc-Silicate,Alkaline-earthSilicate,,,,,,,,,,,,,57.45,0,0,0,0,10.64,0,0,0,0,0,0,0,0,0,31.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5
7372,GP03-253559,USPatentSchottAG(DE),2003,A6627569,Glass,Alkaline-earthSilicate,AlkaliSilicate,OtherSilicate,,,,,ReinforcementofCement,,,,,Ex.A5,,71.03,0,0.6,15.15,4.36,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.51
2296,GB03-023382,HandbookofGlassData,1987,v.00Cp.0880,Glass,Alkaline-earthSilicate,OtherSilicate,,,,,,,,,,,,,55,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
4219,GP05-080663,USPatentCorningInc.(US),1986,A4565791,Glass,Boro-Silicate,AlkaliSilicate,,,,,,OphthalmicLens,,,,,,,61.63,16.13,3.81,0,0,0,3.78,10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54.1
3844,GP05-071035,EuropeanPatentCorningInc.(US),1985,A0151346,Glass,Boro-Silicate,AlkaliSilicate,,,,,,OphthalmicLens,,,,,,,62.92,15.93,3.9,0,0,0,3.86,4.23,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,53
2347,GB03-024280,HandbookofGlassData,1987,v.00Cp.0684,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,60,0,0,0,0,26,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.6
5275,GP09-099700,USPatentSchottGlassTech.(US),1984,A4444893,Glass,OtherSilicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,OphthalmicLens,,,,,,,64.95,0,0,0,10.34,0,0,13.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,11.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.53
5424,GP02-105017,USPatentCorningInc.(US),1989,A4822758,Glass,AlkaliSilicate,Boro-Silicate,,,,,,OphthalmicLens,,,,,,,60.93,4.83,0.33,0,3.74,0,1.56,5.26,9.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,12.76,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
14472,GP03-297164,USPatentNipponSheetGlass(J),2010,A0160528,Glass,Alkaline-earthSilicate,,,Flake,,,,Filler,,,,,Ex.7,,61,0,6.7,4.89,17.75,0,0,0,0,0,0,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
13147,XP06-281399,JapanesePatentOharaInc.(J),2007,A326722,Glass-Ceramics,Alumino-Silicate,,,GlassCeramics,,,,,,,,650-750C1-150hr+750-850C1-300hr,Ex.4,,63.91,0,15.81,1.7,1.22,0.45,9.18,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,1.11,0.2,0.23,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4
10085,GJ03-220296,J.CeramicSoc.Japan,2002,v.110p.1073,Glass,Alkaline-earthSilicate,,,Sol-Gel,,,,OpticalUse,,,,,Center,,51.66,0,0,0,0,29.52,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.48
3684,GP06-063962,JapanesePatentNat.Inst.Mat.Sci.(J),1987,A138342,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Lens&Prism,,,,,,,60,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1
6937,GP04-225045,USPatent,2002,A0010065,Glass,Lead-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,A.Masumuraetal.,,80.22,0,0,0,0,0,0,7.19,5.97,0,0,0,0,0,0,0,0,0,6.51,0,0,0,0.11,0,0,0,0,0,0,0,0.009143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
7062,GP02-228020,USPatent,2003,A0040424,Glass,AlkaliSilicate,,,NonLead,,,,OpticalUse,Lens&Prism,,,,S.Wolffetal.Ex.3,,71.98,0,1.22,0,0,0,0,22.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,3.8,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.42
3576,GP04-060936,USPatent,1988,A4721690,Glass,Lead-Silicate,,,,,,,OpticsOptoelectronics,Lens&Prism,RadiationShield,,,,,60.93,0,0,0,0,0,0,1.52,2.5,0,0,0,0,0,0,0,0,0,34.92,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6
2467,GB02-026182,HandbookofGlassData,1987,v.00Cp.0589,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,60,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2
4809,GP02-094161,USPatentCorningInc.(US),1985,A4540672,Glass,AlkaliSilicate,Boro-Silicate,,,,,,OphthalmicLens,,,,,,,56.22,11.23,0.32,0,2.58,0,4.84,2.65,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5
863,GB02-012255,HandbookofGlassProperties,1986,v.001p.0584,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,80,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5
15081,GP03-301784,JapanesePatentOharaInc.(J),2011,A116621,Glass,Alkaline-earthSilicate,AlkaliSilicate,,NonLead,,,,OpticalUse,Lens&Prism,,,,Ex.7,,55.98,0,0.11,0,4.33,11.97,0,9.13,0.53,0,0,0,0,0,0,7.19,4.86,0,0,0,0,0,0,0,0.03,1.25,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3
1040,GB03-012571,HandbookofGlassProperties,1986,v.001p.0592,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,66,0,0,0,0,20,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9
8934,GP04-305483,JapanesePatentOharaInc.(J),2011,A251903,Glass,Lead-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.7,,72.04,0.62,0,0,0,0,0,7.51,4.94,0,0,0,0,0,0,0,0,0,14.76,0,0,0,0.13,0,0,0,0,0,0,0,0.005397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3
4210,GP02-080503,USPatentSchottAG(DE),1984,A4438211,Glass,AlkaliSilicate,Alkaline-earthSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,58.56,5.94,0,0,8.41,0,19.49,0,1.85,0,0,0,0,0,0,0,2.25,0,0.91,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8
6682,GP04-214912,EuropeanPatentOharaInc.(J),2001,A1162180,Glass,Lead-Silicate,,,,,,,OpticalUse,,,,,,,72,0.62,0,0,0,0,0,7.51,4.94,0,0,0,0,0,0,0,0,0,14.75,0,0,0,0.13,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3
3663,GP04-063324,JapanesePatentSumitaOpticalGlass(J),1982,A034042,Glass,Lead-Silicate,Boro-Silicate,,,,,,Lens&Prism,,,,,,,54.5,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4
2078,GB02-019584,HandbookofGlassData,1987,v.00Cp.0169,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,66.3,0,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,0,0,26.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3
1059,GB03-012746,HandbookofGlassProperties,1986,v.001p.0595,Glass,Alkaline-earthSilicate,Boro-Silicate,,,,,,,,,,,,,61.2,6.5,0,0,0,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1
18090,GP03-353561,JapanesePatentOwensCorning(US),2013,A513547,Glass,Alkaline-earthSilicate,Alumino-Silicate,Zinc-Silicate,Melting,Fiber,,,PlasticsFRP,,,,,ex.10,,53.94,0,8.15,0,15.97,0,4.36,0,0,0,0,0,0,0,0,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.73
3670,GP04-063332,JapanesePatentSumitaOpticalGlass(J),1982,A034042,Glass,Lead-Silicate,Boro-Silicate,,,,,,Lens&Prism,,,,,,,58.07,3.45,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4
11115,GJ04-245090,J.Res.NationalBureauofStandards,1951,v.046p.0176,Glass,Lead-Silicate,Alkaline-earthSilicate,AlkaliSilicate,,,,,OpticalUse,,,,,viscosityanddensityofmoltenglasseswithacounterbalanced-spheremethod,,66.51,0,0,0,0,7.76,0,0,7.33,0,0,0,0,0,0,8.7,0,0,9.52,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5
5361,GP04-102616,JapanesePatentOharaInc.(J),1989,A308843,Glass,Lead-Silicate,AlkaliSilicate,,Pressed,,,,MoldedLens,,,,,,,52.32,0,0,6.68,0,3.51,6.01,7.24,6.67,0,0,0,0,0,0,0,0,0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8
4042,GB04-096431,PropertiesofGlass,1954,v.001p.0375,Glass,Lead-Silicate,AlkaliSilicate,,,,,,,,,,,,,70.24,0,0,0,0,0,0,1.21,10.15,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4
1052,GB07-012588,HandbookofGlassProperties,1986,v.001p.0592,Glass,Zinc-Silicate,Alkaline-earthSilicate,,,,,,,,,,,,,54,0,0,0,0,12,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4
6654,GP05-154607,USPatent,1994,A5376597,Glass,Boro-Silicate,,,NonLead,,,,TableWare,,,,,,,60.75,1.32,0,0,5.03,5.98,1.18,5.69,5.99,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5
12014,GP03-262605,EuropeanPatentSchottAG(DE),2004,A1452495,Glass,Alkaline-earthSilicate,AlkaliSilicate,,,,,,OpticalWaveguide,Laser,,,,Ex.7,,60.37,0,5.54,0,0,10.52,0,9.11,0,0,0,0,0,0,0,6.93,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.2
3255,GP04-052787,JapanesePatent,1982,A106538,Glass,Lead-Silicate,Alkaline-earthSilicate,AlkaliSilicate,,,,,,,,,,,,64.38,0,0,0,0,9.52,0,0,10.03,0,0,0,0,0,0,8.44,0,0,7.31,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6
5725,GP03-116604,JapanesePatentHoyaCorp.(J),1991,A005341,Glass,Alkaline-earthSilicate,,,Molded,WaterResistant,AcidResistant,,MoldedLens,,,,,,,51.19,6.31,0,0,0,26.94,8.82,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
15498,GP07-305676,USPatentSchottAG(DE),2011,A8039410,Glass,Zinc-Silicate,AlkaliSilicate,,Fiber,,,,OpticalFiber,,,,,Ex.7,,56.77,0,0,0,0,0.42,1.97,7.95,4.94,0,0,0,0,0,0,24.36,0,0,0,0,0,0,0.12,0,0,1.24,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.06
8380,GP05-287027,JapanesePatentNipponElectricGlass(J),2008,A255002,Glass,Boro-Silicate,AlkaliSilicate,,Fiber,,,,Composite,,,,,Ex.5,,72.44,8.19,4.04,0,0,0,3.82,4.6,3.36,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2563,GP03-030465,JapanesePatentOharaInc.(J),1984,A169953,Glass,Alkaline-earthSilicate,Alumino-Silicate,Zinc-Silicate,AcidResistant,,,,,,,,,,,57.1,2.34,3.2,0,11.65,19.97,0,0,0,0,0,0,0,0,0,4.01,1.58,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6
4863,GB02-096214,PropertiesofGlass,1954,v.001p.0235,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,trace;MgO,,52.74,26.23,0.04,0,0.15,0,0,20.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7
11308,GP03-252925,JapanesePatentNipponSheetGlass(J),2003,A283028,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,Ex.15,,61.33,0,11.89,24.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
8336,GP03-188348,JapanesePatent,1999,A171586,Glass,Alkaline-earthSilicate,Boro-Silicate,,NonLead,,,,Lens&Prism,OpticalUse,,,,,,57.12,11.83,2.11,0,0.14,12.85,0,4.97,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
5436,GB02-174647,DataBookofGlassComposition(J),1991,v.001p.0093,Glass,AlkaliSilicate,,,,,,,OpticalUse,Lens&Prism,,,,KF2,,74.55,0,1.12,0,0,0,0,17.22,0,0,0,0,0,0,0,2.89,0,0,3.88,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1
2580,GP09-030600,JapanesePatentHoyaCorp.(J),1984,A152240,Glass,OtherSilicate,AlkaliSilicate,Alumino-Silicate,,,,,OphthalmicLens,,,,,,,62.59,4.34,3.29,0,0,0,0,9.76,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2
7192,GJ02-245096,J.Res.NationalBureauofStandards,1951,v.046p.0176,Glass,AlkaliSilicate,Boro-Silicate,,,,,,OpticalUse,,,,,viscositiesbydifferentmethod,,73.86,7.88,0,0,0,0,0,8.12,10.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5
6639,GP03-154475,USPatentCorningInc.(US),1994,A5371048,Glass,Alkaline-earthSilicate,,,,,,,Lens&Prism,,,,,,,53.99,16.63,5.6,0,0,22.38,0.71,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3
8000,GP03-274929,JapanesePatentAsahiFiberGlass(J),2006,A312706,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Fiber,,,,Composite,Filler,Fiber,,,Ex.5,,71,2,3,0,12,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3
999,GB02-012263,HandbookofGlassProperties,1986,v.001p.0584,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,55,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6
11964,GP03-262325,USPatent,2004,A0220038,Glass,Alkaline-earthSilicate,,,,,,,OpticalUse,OpticalFiber,,,,S.Wolffetal.Ex.10,,51.56,0,5.93,0,0,11.34,0,15.86,0,0,0,0,0,0,0,11.15,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
14287,GP03-295693,JapanesePatentOharaInc.(J),2010,A047425,Glass,Alkaline-earthSilicate,Boro-Silicate,,,,,,OpticalUse,Lens&Prism,,,,Ex.2,,52,19,2.5,0,0,23,0.45,0.5,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6
12806,GP07-275260,USPatentSchottAG(DE),2006,A7074732,Glass,Zinc-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.4,,62.23,0,0,0,0,0,0,5.72,2.39,0,0,0,0,0,0,29.01,0,0,0.58,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9
3980,GB02-096226,PropertiesofGlass,1954,v.001p.0236,Glass,AlkaliSilicate,Zinc-Silicate,,,,,,,,,,,,,75.37,0,0.53,0,0.04,0,0,19.4,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1
11321,GP05-252957,JapanesePatentHoyaCorp.(J),2003,A292339,Glass,Boro-Silicate,AlkaliSilicate,,,,,,Lens&Prism,LiquidCrystalDisplay,,,,Ex.2,,69.98,15,1,0,3,0,1,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8
1817,GB02-019575,HandbookofGlassData,1987,v.00Cp.0169,Glass,AlkaliSilicate,Lead-Silicate,,,,,,,,,,,,,80.49,0,0,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,0,9.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2
2382,GB03-024979,HandbookofGlassData,1987,v.00Cp.0774,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,64,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.3
4810,GP02-094162,USPatentCorningInc.(US),1985,A4540672,Glass,AlkaliSilicate,Boro-Silicate,,,,,,OphthalmicLens,,,,,,,56.82,7.29,0,0,2.86,0,5.38,8.29,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4
8086,GP04-279081,USPatentOharaInc.(J),2007,A7196027,Glass,Lead-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.2,,80.22,0,0,0,0,0,0,7.19,5.97,0,0,0,0,0,0,0,0,0,6.51,0,0,0,0.11,0,0,0,0,0,0,0,0.009143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
4289,GB04-098963,PropertiesofGlass,1954,v.001p.0426,Glass,Lead-Silicate,AlkaliSilicate,,,,,,,,,,,LightFlint,,73.85,0,0,0,0.45,0,0,14.6,0,0,0,0,0,0,0,0,0,0,10.99,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6
5401,GP02-104695,USPatentNikonCorp.(J),1989,A4812423,Glass,AlkaliSilicate,,,,,,,Lens&Prism,OphthalmicLens,,,,Lightweightglass,,51.59,0,0,0,0,0,36.31,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.22
